Filepath,Text,Language
train/hindi/D_image_1683_3.jpg,सरकार,hindi
train/hindi/D_image_1683_4.jpg,सत्यमेव,hindi
train/hindi/D_image_1683_5.jpg,जयते,hindi
train/hindi/D_image_1683_6.jpg,पंचायती,hindi
train/hindi/D_image_1683_7.jpg,राज,hindi
train/hindi/D_image_1683_8.jpg,मंत्रालय,hindi
train/hindi/D_image_1684_14.jpg,सत्यमेव,hindi
train/hindi/D_image_1684_15.jpg,जयते,hindi
train/hindi/D_image_1684_4.jpg,सरकार,hindi
train/hindi/D_image_1684_5.jpg,भारत,hindi
train/hindi/D_image_1684_6.jpg,मंत्रालय,hindi
train/hindi/D_image_1684_7.jpg,विकास,hindi
train/hindi/D_image_1684_8.jpg,संसाधन,hindi
train/hindi/D_image_1684_9.jpg,मानव,hindi
train/hindi/D_image_1685_0.jpg,40वाँ,hindi
train/hindi/D_image_1685_1.jpg,ज्ञानपीठ,hindi
train/hindi/D_image_1685_2.jpg,भारतीय,hindi
train/hindi/D_image_1688_0.jpg,कल्पलतेय,hindi
train/hindi/D_image_1688_1.jpg,साधवति,hindi
train/hindi/D_image_1688_14.jpg,नवदेहली,hindi
train/hindi/D_image_1688_15.jpg,"जनवरी,",hindi
train/hindi/D_image_1688_16.jpg,२०१२,hindi
train/hindi/D_image_1688_25.jpg,विश्वसंस्कृतसम्मेलनम्,hindi
train/hindi/D_image_1688_26.jpg,५-१०,hindi
train/hindi/D_image_1688_30.jpg,कि,hindi
train/hindi/D_image_1688_31.jpg,स्था,hindi
train/hindi/D_image_1688_32.jpg,न,hindi
train/hindi/D_image_1688_5.jpg,कुटुम्बकम्,hindi
train/hindi/D_image_1688_6.jpg,वसुधैव,hindi
train/hindi/D_image_1688_7.jpg,पञ्चदशं,hindi
train/hindi/D_image_1689_1.jpg,भ्यााचाच,hindi
train/hindi/D_image_1689_10.jpg,नई,hindi
train/hindi/D_image_1689_11.jpg,अक्टूबर,hindi
train/hindi/D_image_1689_12.jpg,38वाँ,hindi
train/hindi/D_image_1689_13.jpg,आयुर्विज्ञान,hindi
train/hindi/D_image_1689_14.jpg,शरीरमाद्यं,hindi
train/hindi/D_image_1689_15.jpg,दीक्षान्त,hindi
train/hindi/D_image_1689_2.jpg,संस्थान,hindi
train/hindi/D_image_1689_20.jpg,भारतीय,hindi
train/hindi/D_image_1689_21.jpg,अखि‍ल,hindi
train/hindi/D_image_1689_22.jpg,खलु,hindi
train/hindi/D_image_1689_23.jpg,धर्मसाधनम्,hindi
train/hindi/D_image_1689_24.jpg,संस्थान,hindi
train/hindi/D_image_1689_25.jpg,समारोह,hindi
train/hindi/D_image_1689_3.jpg,भारतीय,hindi
train/hindi/D_image_1689_33.jpg,आयुर्विज्ञान,hindi
train/hindi/D_image_1689_4.jpg,अखिल,hindi
train/hindi/D_image_1689_9.jpg,दिल्ली,hindi
train/hindi/D_image_1694_0.jpg,मंत्रालय,hindi
train/hindi/D_image_1694_1.jpg,गृह,hindi
train/hindi/D_image_1694_2.jpg,राष्ट्रीय,hindi
train/hindi/D_image_1694_3.jpg,जयते,hindi
train/hindi/D_image_1694_4.jpg,सत्यमेव,hindi
train/hindi/D_image_1694_5.jpg,एकता,hindi
train/hindi/D_image_1694_6.jpg,परिषद,hindi
train/hindi/D_image_1695_10.jpg,शिखर,hindi
train/hindi/D_image_1695_11.jpg,अक्तूबर,hindi
train/hindi/D_image_1695_4.jpg,बैठक,hindi
train/hindi/D_image_1695_5.jpg,ईबीएसए,hindi
train/hindi/D_image_1695_6.jpg,अफ्रीका,hindi
train/hindi/D_image_1695_7.jpg,दक्षिण,hindi
train/hindi/D_image_1695_8.jpg,एवं,hindi
train/hindi/D_image_1695_9.jpg,तीसरी,hindi
train/hindi/D_image_17_0.jpg,एक्सप्रेस ,hindi
train/hindi/D_image_17_1.jpg,देवी,hindi
train/hindi/D_image_17_2.jpg,नन्दा,hindi
train/hindi/D_image_170_0.jpg,मार्ग,hindi
train/hindi/D_image_170_1.jpg,रामगढ,hindi
train/hindi/D_image_170_10.jpg,नगर,hindi
train/hindi/D_image_170_11.jpg,आपके,hindi
train/hindi/D_image_170_12.jpg,प्रोवीजन,hindi
train/hindi/D_image_170_14.jpg,ज़ायकेदार,hindi
train/hindi/D_image_170_15.jpg,खाद,hindi
train/hindi/D_image_170_16.jpg,सर्वोत्तम,hindi
train/hindi/D_image_170_17.jpg,क्वॉलिटी,hindi
train/hindi/D_image_170_2.jpg,महाविद्यालय,hindi
train/hindi/D_image_170_21.jpg,पान,hindi
train/hindi/D_image_170_22.jpg,अभिनन्दन,hindi
train/hindi/D_image_170_23.jpg,मीनोर,hindi
train/hindi/D_image_170_25.jpg,कि,hindi
train/hindi/D_image_170_26.jpg,भी,hindi
train/hindi/D_image_170_27.jpg,अस्पताल,hindi
train/hindi/D_image_170_28.jpg,मार्ग,hindi
train/hindi/D_image_170_3.jpg,वृन्दासहाय,hindi
train/hindi/D_image_170_4.jpg,मार्ग,hindi
train/hindi/D_image_170_5.jpg,बाबा,hindi
train/hindi/D_image_170_6.jpg,ठाकुर,hindi
train/hindi/D_image_170_7.jpg,हार्दिक,hindi
train/hindi/D_image_170_8.jpg,पर,hindi
train/hindi/D_image_170_9.jpg,आगमन,hindi
train/hindi/D_image_1700_0.jpg,दिल्ली,hindi
train/hindi/D_image_1700_1.jpg,नई,hindi
train/hindi/D_image_1700_10.jpg,भवन,hindi
train/hindi/D_image_1700_11.jpg,संसद,hindi
train/hindi/D_image_1700_12.jpg,आमंत्रित,hindi
train/hindi/D_image_1700_13.jpg,सादर,hindi
train/hindi/D_image_1700_14.jpg,आप,hindi
train/hindi/D_image_1700_15.jpg,पर‍,hindi
train/hindi/D_image_1700_16.jpg,पुष्पांलि,hindi
train/hindi/D_image_1700_17.jpg,बोधिसत्व,hindi
train/hindi/D_image_1700_18.jpg,भारत,hindi
train/hindi/D_image_1700_19.jpg,रत्न,hindi
train/hindi/D_image_1700_2.jpg,सरकार,hindi
train/hindi/D_image_1700_20.jpg,बाबा,hindi
train/hindi/D_image_1700_21.jpg,साहे,hindi
train/hindi/D_image_1700_22.jpg,बी.आर.अम्बेडकर,hindi
train/hindi/D_image_1700_23.jpg,के‌,hindi
train/hindi/D_image_1700_25.jpg,वें,hindi
train/hindi/D_image_1700_26.jpg,जयन्ती,hindi
train/hindi/D_image_1700_27.jpg,दिवस,hindi
train/hindi/D_image_1700_29.jpg,अप्रैल,hindi
train/hindi/D_image_1700_3.jpg,भारत,hindi
train/hindi/D_image_1700_30.jpg,वसर,hindi
train/hindi/D_image_1700_4.jpg,मंत्रालय,hindi
train/hindi/D_image_1700_5.jpg,न्याय,hindi
train/hindi/D_image_1700_6.jpg,सामाजिक,hindi
train/hindi/D_image_1700_7.jpg,प्रतिष्ठान,hindi
train/hindi/D_image_1700_8.jpg,डॉ॰अम्बडकर।,hindi
train/hindi/D_image_1700_9.jpg,प्रांगण,hindi
train/hindi/D_image_1706_0.jpg,जयते,hindi
train/hindi/D_image_1706_1.jpg,सत्यमेव,hindi
train/hindi/D_image_1708_0.jpg,जन्मोत्सव,hindi
train/hindi/D_image_1708_1.jpg,दयानन्द,hindi
train/hindi/D_image_1708_2.jpg,सरकार,hindi
train/hindi/D_image_1708_3.jpg,प्रधान,hindi
train/hindi/D_image_1708_4.jpg,नरेन्द्र,hindi
train/hindi/D_image_1708_5.jpg,श्री,hindi
train/hindi/D_image_1708_6.jpg,मोदी,hindi
train/hindi/D_image_1708_9.jpg,स्वामी,hindi
train/hindi/D_image_1709_10.jpg,इंडिया,hindi
train/hindi/D_image_1709_11.jpg,मेक,hindi
train/hindi/D_image_1709_12.jpg,इन,hindi
train/hindi/D_image_1709_13.jpg,इंडिया,hindi
train/hindi/D_image_1709_14.jpg,मेक,hindi
train/hindi/D_image_1709_15.jpg,इन,hindi
train/hindi/D_image_1709_16.jpg,इंडिया,hindi
train/hindi/D_image_1712_0.jpg,भारत,hindi
train/hindi/D_image_1712_1.jpg,कृषि,hindi
train/hindi/D_image_1712_2.jpg,सत्यमेव,hindi
train/hindi/D_image_1712_3.jpg,जयते,hindi
train/hindi/D_image_1712_4.jpg,एवं,hindi
train/hindi/D_image_1712_5.jpg,किसान,hindi
train/hindi/D_image_1712_6.jpg,कल्‍याण,hindi
train/hindi/D_image_1712_7.jpg,मंत्रालय,hindi
train/hindi/D_image_1712_8.jpg,सरकार,hindi
train/hindi/D_image_1713_0.jpg,टल,hindi
train/hindi/D_image_1713_1.jpg,भारत,hindi
train/hindi/D_image_1713_11.jpg,बनो,hindi
train/hindi/D_image_1713_16.jpg,डिजिधन,hindi
train/hindi/D_image_1713_2.jpg,प्रौद्योगिकी,hindi
train/hindi/D_image_1713_21.jpg,इलेक्ट्रॉनिकी।,hindi
train/hindi/D_image_1713_22.jpg,सूचना,hindi
train/hindi/D_image_1713_23.jpg,मंत्रालय,hindi
train/hindi/D_image_1713_24.jpg,सरकार,hindi
train/hindi/D_image_1713_3.jpg,और‍,hindi
train/hindi/D_image_1715_1.jpg,इंडिया,hindi
train/hindi/D_image_1715_2.jpg,एअर,hindi
train/hindi/D_image_1715_3.jpg,एअर,hindi
train/hindi/D_image_1716_0.jpg,एअर,hindi
train/hindi/D_image_1716_1.jpg,एअर,hindi
train/hindi/D_image_1716_2.jpg,इं,hindi
train/hindi/D_image_1716_3.jpg,एअर,hindi
train/hindi/D_image_1716_4.jpg,इंडिया,hindi
train/hindi/D_image_1716_6.jpg,एअर,hindi
train/hindi/D_image_1716_8.jpg,डंडिया,hindi
train/hindi/D_image_1717_1.jpg,इंडिया,hindi
train/hindi/D_image_1717_2.jpg,एअर,hindi
train/hindi/D_image_1717_4.jpg,एअर,hindi
train/hindi/D_image_1717_6.jpg,इंडिया,hindi
train/hindi/D_image_1717_7.jpg,एअर,hindi
train/hindi/D_image_172_0.jpg,डबरी,hindi
train/hindi/D_image_172_1.jpg,दुकान,hindi
train/hindi/D_image_172_10.jpg,न,hindi
train/hindi/D_image_172_11.jpg,शीतला,hindi
train/hindi/D_image_172_12.jpg,श्री,hindi
train/hindi/D_image_172_13.jpg,सत्‌नाम,hindi
train/hindi/D_image_172_14.jpg,साक्षी,hindi
train/hindi/D_image_172_15.jpg,राजेन्द्र,hindi
train/hindi/D_image_172_16.jpg,हबलानी,hindi
train/hindi/D_image_172_18.jpg,बल्लू,hindi
train/hindi/D_image_172_19.jpg,खनि,hindi
train/hindi/D_image_172_20.jpg,ऑटो,hindi
train/hindi/D_image_172_21.jpg,सर्विस,hindi
train/hindi/D_image_172_22.jpg,सेन्टर,hindi
train/hindi/D_image_172_23.jpg,ऑटो,hindi
train/hindi/D_image_172_24.jpg,सर्विस,hindi
train/hindi/D_image_172_25.jpg,सेन्टर,hindi
train/hindi/D_image_172_7.jpg,बल्लू,hindi
train/hindi/D_image_172_8.jpg,उपलब्ध,hindi
train/hindi/D_image_172_9.jpg,ऑटो,hindi
train/hindi/D_image_1723_0.jpg,कृषि,hindi
train/hindi/D_image_1727_0.jpg,रोड,hindi
train/hindi/D_image_1727_1.jpg,रेसकोर्स,hindi
train/hindi/D_image_1727_10.jpg,सोमवार,hindi
train/hindi/D_image_1727_11.jpg,क‍र,hindi
train/hindi/D_image_1727_12.jpg,के,hindi
train/hindi/D_image_1727_13.jpg,मोदी,hindi
train/hindi/D_image_1727_14.jpg,द्वारा,hindi
train/hindi/D_image_1727_15.jpg,सांगीतिक,hindi
train/hindi/D_image_1727_16.jpg,गोस्वामी,hindi
train/hindi/D_image_1727_17.jpg,तुलसीदास,hindi
train/hindi/D_image_1727_18.jpg,कृत,hindi
train/hindi/D_image_1727_19.jpg,रामचस,hindi
train/hindi/D_image_1727_2.jpg,पंचवटी,hindi
train/hindi/D_image_1727_20.jpg,आकाशवाणी,hindi
train/hindi/D_image_1727_21.jpg,प्रस्‍तुति,hindi
train/hindi/D_image_1727_22.jpg,‍की,hindi
train/hindi/D_image_1727_23.jpg,सी.डी,hindi
train/hindi/D_image_1727_24.jpg,ननीय,hindi
train/hindi/D_image_1727_25.jpg,प्रधानमंत्री,hindi
train/hindi/D_image_1727_26.jpg,श्री,hindi
train/hindi/D_image_1727_27.jpg,नरेन्द्र,hindi
train/hindi/D_image_1727_28.jpg,कमलों,hindi
train/hindi/D_image_1727_3.jpg,बजे़,hindi
train/hindi/D_image_1727_5.jpg,प्रातः,hindi
train/hindi/D_image_1727_7.jpg,अगस्त,hindi
train/hindi/D_image_1727_9.jpg,दिनांक,hindi
train/hindi/D_image_1728_0.jpg,का‍,hindi
train/hindi/D_image_1728_1.jpg,निर्वाचन,hindi
train/hindi/D_image_1728_2.jpg,राष्ट्रपति,hindi
train/hindi/D_image_1730_11.jpg,नीय,hindi
train/hindi/D_image_1730_12.jpg,आयुर्विज्ञान,hindi
train/hindi/D_image_1730_13.jpg,संर,hindi
train/hindi/D_image_1730_15.jpg,अक्टूबर,hindi
train/hindi/D_image_1730_17.jpg,42 वां,hindi
train/hindi/D_image_1730_18.jpg,समारोह,hindi
train/hindi/D_image_1730_19.jpg,अखिल,hindi
train/hindi/D_image_1730_20.jpg,आयुर्विज्ञान,hindi
train/hindi/D_image_1730_3.jpg,संस्थान,hindi
train/hindi/D_image_1730_4.jpg,भारतीय,hindi
train/hindi/D_image_1730_6.jpg,दीक्षांत,hindi
train/hindi/D_image_1731_1.jpg,एअर,hindi
train/hindi/D_image_1731_2.jpg,इंडिय,hindi
train/hindi/D_image_1732_2.jpg,इंडिया,hindi
train/hindi/D_image_1732_3.jpg,एअर,hindi
train/hindi/D_image_1733_0.jpg,इंडिया,hindi
train/hindi/D_image_1733_1.jpg,एअर,hindi
train/hindi/D_image_1734_0.jpg,वायु,hindi
train/hindi/D_image_1734_1.jpg,भारतीय,hindi
train/hindi/D_image_1735_3.jpg,भारतीय,hindi
train/hindi/D_image_1735_4.jpg,वायु,hindi
train/hindi/D_image_1736_0.jpg,वायु,hindi
train/hindi/D_image_1736_1.jpg,भारतीय,hindi
train/hindi/D_image_1737_0.jpg,इंडिया,hindi
train/hindi/D_image_1737_1.jpg,एअर,hindi
train/hindi/D_image_1739_0.jpg,इंडिया,hindi
train/hindi/D_image_1739_1.jpg,एअर,hindi
train/hindi/D_image_1739_4.jpg,इंडिया,hindi
train/hindi/D_image_1739_5.jpg,एअर,hindi
train/hindi/D_image_1740_2.jpg,इंडिया,hindi
train/hindi/D_image_1740_3.jpg,एअर,hindi
train/hindi/D_image_1742_7.jpg,भा२त,hindi
train/hindi/D_image_1742_8.jpg,वंदे,hindi
train/hindi/D_image_1747_0.jpg,जवान,hindi
train/hindi/D_image_1747_1.jpg,अमर,hindi
train/hindi/D_image_1747_2.jpg,जवान,hindi
train/hindi/D_image_1747_3.jpg,अमर,hindi
train/hindi/D_image_1750_10.jpg,के,hindi
train/hindi/D_image_1750_11.jpg,में,hindi
train/hindi/D_image_1750_5.jpg,हैे,hindi
train/hindi/D_image_1750_6.jpg,अंत,hindi
train/hindi/D_image_1750_7.jpg,आपातकालीन,hindi
train/hindi/D_image_1750_8.jpg,द्वार,hindi
train/hindi/D_image_1750_9.jpg,रेलगाड़ी़,hindi
train/hindi/D_image_1753_0.jpg,झारखण्ड,hindi
train/hindi/D_image_1753_1.jpg,श्रीमतीद्वौपदीमुर्मू,hindi
train/hindi/D_image_1753_10.jpg,कर,hindi
train/hindi/D_image_1753_11.jpg,मोदी,hindi
train/hindi/D_image_1753_12.jpg,नरेन्द्र,hindi
train/hindi/D_image_1753_13.jpg,श्री,hindi
train/hindi/D_image_1753_14.jpg,लोकार्पण,hindi
train/hindi/D_image_1753_15.jpg,का,hindi
train/hindi/D_image_1753_16.jpg,सोलर,hindi
train/hindi/D_image_1753_17.jpg,में।,hindi
train/hindi/D_image_1753_18.jpg,अस्पताल,hindi
train/hindi/D_image_1753_19.jpg,सदर,hindi
train/hindi/D_image_1753_2.jpg,राज,hindi
train/hindi/D_image_1753_20.jpg,सरकार,hindi
train/hindi/D_image_1753_21.jpg,पॉवर,hindi
train/hindi/D_image_1753_22.jpg,फेसिलिटी,hindi
train/hindi/D_image_1753_23.jpg,प्रधानमंत्री,hindi
train/hindi/D_image_1753_24.jpg,के,hindi
train/hindi/D_image_1753_25.jpg,श्री,hindi
train/hindi/D_image_1753_26.jpg,रघुवर,hindi
train/hindi/D_image_1753_27.jpg,दास,hindi
train/hindi/D_image_1753_28.jpg,श्री,hindi
train/hindi/D_image_1753_29.jpg,पलिर्वार:,hindi
train/hindi/D_image_1753_3.jpg,गडकरी,hindi
train/hindi/D_image_1753_4.jpg,नितिन,hindi
train/hindi/D_image_1753_5.jpg,श्री,hindi
train/hindi/D_image_1753_6.jpg,उपस्थिति,hindi
train/hindi/D_image_1753_7.jpg,गरिमामयी,hindi
train/hindi/D_image_1753_8.jpg,द्वारा,hindi
train/hindi/D_image_1753_9.jpg,कमंलों,hindi
train/hindi/D_image_1756_10.jpg,मदिर,hindi
train/hindi/D_image_1756_3.jpg,६०ा,hindi
train/hindi/D_image_1756_4.jpg,के‌,hindi
train/hindi/D_image_1756_5.jpg,विकलांगों,hindi
train/hindi/D_image_1756_6.jpg,एवं,hindi
train/hindi/D_image_1756_7.jpg,वृृद्ध,hindi
train/hindi/D_image_1756_8.jpg,लिए,hindi
train/hindi/D_image_1757_0.jpg,साथ,hindi
train/hindi/D_image_1757_1.jpg,क‍े,hindi
train/hindi/D_image_1757_10.jpg,स्पेशल,hindi
train/hindi/D_image_1757_11.jpg,किसान,hindi
train/hindi/D_image_1757_12.jpg,बनासकांठा,hindi
train/hindi/D_image_1757_13.jpg,के‌,hindi
train/hindi/D_image_1757_14.jpg,भारत,hindi
train/hindi/D_image_1757_15.jpg,के‍,hindi
train/hindi/D_image_1757_2.jpg,ज़ी,hindi
train/hindi/D_image_1757_3.jpg,प्रधानमंत्री,hindi
train/hindi/D_image_1757_4.jpg,माननीय,hindi
train/hindi/D_image_1757_5.jpg,क‍े,hindi
train/hindi/D_image_1757_6.jpg,पर‍,hindi
train/hindi/D_image_1757_7.jpg,आगमन,hindi
train/hindi/D_image_1757_8.jpg,दिल्ली,hindi
train/hindi/D_image_1757_9.jpg,ट्रेन,hindi
train/hindi/D_image_176_0.jpg,वती,hindi
train/hindi/D_image_176_1.jpg,मेडीकल,hindi
train/hindi/D_image_176_2.jpg,स्टोर,hindi
train/hindi/D_image_176_3.jpg,द,hindi
train/hindi/D_image_176_4.jpg,वा,hindi
train/hindi/D_image_176_5.jpg,इ,hindi
train/hindi/D_image_176_6.jpg,या,hindi
train/hindi/D_image_1760_1.jpg,दिवस,hindi
train/hindi/D_image_1760_10.jpg,कुर्सी,hindi
train/hindi/D_image_1760_11.jpg,योग,hindi
train/hindi/D_image_1760_12.jpg,आनन्दमय,hindi
train/hindi/D_image_1760_13.jpg,लिए,hindi
train/hindi/D_image_1760_14.jpg,की,hindi
train/hindi/D_image_1760_15.jpg,यांग,hindi
train/hindi/D_image_1760_2.jpg,अंतर्राष्ट्रीय,hindi
train/hindi/D_image_1760_3.jpg,ओर‍,hindi
train/hindi/D_image_1760_4.jpg,योग,hindi
train/hindi/D_image_1760_5.jpg,चलो,hindi
train/hindi/D_image_1760_6.jpg,के,hindi
train/hindi/D_image_1760_7.jpg,जीवन,hindi
train/hindi/D_image_1760_8.jpg,यान,hindi
train/hindi/D_image_1760_9.jpg,तानुकूलित,hindi
train/hindi/D_image_1761_0.jpg,प्रधान,hindi
train/hindi/D_image_1761_1.jpg,मंत्री,hindi
train/hindi/D_image_1761_2.jpg,कार्यालय,hindi
train/hindi/D_image_1761_3.jpg,में,hindi
train/hindi/D_image_1761_4.jpg,हिन्दी,hindi
train/hindi/D_image_1761_5.jpg,सप्ताह,hindi
train/hindi/D_image_1761_6.jpg,पुरस्कार,hindi
train/hindi/D_image_1761_7.jpg,वितर,hindi
train/hindi/D_image_1761_8.jpg,समारोह,hindi
train/hindi/D_image_1764_10.jpg,लेखा,hindi
train/hindi/D_image_1764_11.jpg,परीक्षा,hindi
train/hindi/D_image_1764_12.jpg,विभाग,hindi
train/hindi/D_image_1764_14.jpg,अच्छात,hindi
train/hindi/D_image_1764_4.jpg,जयते,hindi
train/hindi/D_image_1764_5.jpg,सत्यमेव,hindi
train/hindi/D_image_1764_6.jpg,भारतीय,hindi
train/hindi/D_image_1764_7.jpg,लेखा,hindi
train/hindi/D_image_1764_9.jpg,एवं,hindi
train/hindi/D_image_1765_1.jpg,सत्यमेव,hindi
train/hindi/D_image_1765_10.jpg,सत्यमेव,hindi
train/hindi/D_image_1765_12.jpg,भारत,hindi
train/hindi/D_image_1765_13.jpg,का‍,hindi
train/hindi/D_image_1765_14.jpg,राजदूतावास,hindi
train/hindi/D_image_1765_15.jpg,मॉस्को,hindi
train/hindi/D_image_1765_2.jpg,भारत,hindi
train/hindi/D_image_1765_25.jpg,काव्याकारी,hindi
train/hindi/D_image_1765_3.jpg,का,hindi
train/hindi/D_image_1765_4.jpg,राजदुताबास,hindi
train/hindi/D_image_1765_5.jpg,मॉस्को,hindi
train/hindi/D_image_177_0.jpg,ग्वा,hindi
train/hindi/D_image_177_10.jpg,टूर,hindi
train/hindi/D_image_177_11.jpg,शक्ति,hindi
train/hindi/D_image_177_13.jpg,कार,hindi
train/hindi/D_image_177_14.jpg,डील,hindi
train/hindi/D_image_177_15.jpg,दवा,hindi
train/hindi/D_image_177_16.jpg,दत्ता,hindi
train/hindi/D_image_177_17.jpg,चिकित्सालय,hindi
train/hindi/D_image_177_18.jpg,डील,hindi
train/hindi/D_image_177_19.jpg,कॅालेज,hindi
train/hindi/D_image_177_2.jpg,नगर,hindi
train/hindi/D_image_177_20.jpg,डिजाइनिंग,hindi
train/hindi/D_image_177_21.jpg,विनय,hindi
train/hindi/D_image_177_4.jpg,फैशन,hindi
train/hindi/D_image_177_5.jpg,उड़ान,hindi
train/hindi/D_image_177_6.jpg,जर्शकार,hindi
train/hindi/D_image_177_7.jpg,चिकित्सालय,hindi
train/hindi/D_image_177_8.jpg,ट्रेवल्स,hindi
train/hindi/D_image_177_9.jpg,एण्ड,hindi
train/hindi/D_image_1770_0.jpg,जयते,hindi
train/hindi/D_image_1770_1.jpg,सत्यमेव,hindi
train/hindi/D_image_1770_2.jpg,शहरी,hindi
train/hindi/D_image_1770_4.jpg,और‍,hindi
train/hindi/D_image_1770_5.jpg,कार्य,hindi
train/hindi/D_image_1770_6.jpg,मंत्रालय,hindi
train/hindi/D_image_1782_11.jpg,कार्यपालकों,hindi
train/hindi/D_image_1782_3.jpg,मार्च,hindi
train/hindi/D_image_1782_4.jpg,साथ,hindi
train/hindi/D_image_1783_1.jpg,दिल्ली,hindi
train/hindi/D_image_1783_2.jpg,नई,hindi
train/hindi/D_image_1783_3.jpg,भवन,hindi
train/hindi/D_image_1783_4.jpg,विज्ञान‌,hindi
train/hindi/D_image_1783_5.jpg,जुलाई,hindi
train/hindi/D_image_1787_0.jpg,MEETI,hindi
train/hindi/D_image_1787_3.jpg,फरवरी,hindi
train/hindi/D_image_179_10.jpg,स्टेडियम,hindi
train/hindi/D_image_179_11.jpg,नेश्नल,hindi
train/hindi/D_image_179_12.jpg,नेश्नल,hindi
train/hindi/D_image_179_13.jpg,स्टेडियम,hindi
train/hindi/D_image_1792_0.jpg,मुखर्जी,hindi
train/hindi/D_image_1792_1.jpg,प्रणब,hindi
train/hindi/D_image_1794_11.jpg,बैंक,hindi
train/hindi/D_image_1794_12.jpg,ऑफ़,hindi
train/hindi/D_image_1794_13.jpg,इंडिया,hindi
train/hindi/D_image_1795_5.jpg,सर्म,hindi
train/hindi/D_image_1795_6.jpg,के,hindi
train/hindi/D_image_1795_7.jpg,साथ,hindi
train/hindi/D_image_1795_8.jpg,बैंकों,hindi
train/hindi/D_image_1795_9.jpg,के,hindi
train/hindi/D_image_18_0.jpg,लखनऊ,hindi
train/hindi/D_image_18_1.jpg,इकोनॉमी,hindi
train/hindi/D_image_18_2.jpg,टियर,hindi
train/hindi/D_image_18_3.jpg,वातानुकूलित३,hindi
train/hindi/D_image_1800_0.jpg,जयंती,hindi
train/hindi/D_image_1800_1.jpg,सरकार,hindi
train/hindi/D_image_1800_10.jpg,पटेल,hindi
train/hindi/D_image_1800_11.jpg,दिवस,hindi
train/hindi/D_image_1800_13.jpg,एकता,hindi
train/hindi/D_image_1800_15.jpg,गृह,hindi
train/hindi/D_image_1800_2.jpg,भारत,hindi
train/hindi/D_image_1800_3.jpg,मंत्रालय,hindi
train/hindi/D_image_1800_4.jpg,दौड़,hindi
train/hindi/D_image_1800_5.jpg,अक्तूबर,hindi
train/hindi/D_image_1800_7.jpg,एकता,hindi
train/hindi/D_image_1800_8.jpg,वल्लभभाई,hindi
train/hindi/D_image_1800_9.jpg,रदार,hindi
train/hindi/D_image_1806_10.jpg,संकल्प,hindi
train/hindi/D_image_1806_11.jpg,सेे,hindi
train/hindi/D_image_1806_12.jpg,सिहिर,hindi
train/hindi/D_image_1806_13.jpg,न्यू,hindi
train/hindi/D_image_1806_14.jpg,अगस्त,hindi
train/hindi/D_image_1806_15.jpg,हम,hindi
train/hindi/D_image_1806_16.jpg,सब,hindi
train/hindi/D_image_1806_17.jpg,मिलकर,hindi
train/hindi/D_image_1806_18.jpg,संकल्प,hindi
train/hindi/D_image_1806_2.jpg,इण्डिया,hindi
train/hindi/D_image_1806_20.jpg,"हैं,",hindi
train/hindi/D_image_1806_22.jpg,तक‍,hindi
train/hindi/D_image_1806_23.jpg,कृषि,hindi
train/hindi/D_image_1806_24.jpg,आय,hindi
train/hindi/D_image_1806_25.jpg,दोगुना,hindi
train/hindi/D_image_1806_26.jpg,करने,hindi
train/hindi/D_image_1806_27.jpg,का‌,hindi
train/hindi/D_image_1806_3.jpg,मंथन,hindi
train/hindi/D_image_1806_4.jpg,या,hindi
train/hindi/D_image_1806_5.jpg,से‍,hindi
train/hindi/D_image_1806_6.jpg,सिद्धि,hindi
train/hindi/D_image_1806_7.jpg,रॉकल्प,hindi
train/hindi/D_image_1806_8.jpg,मंथन,hindi
train/hindi/D_image_1806_9.jpg,न्यू,hindi
train/hindi/D_image_1813_0.jpg,भारतीय,hindi
train/hindi/D_image_1813_1.jpg,रतीय,hindi
train/hindi/D_image_1813_10.jpg,ना,hindi
train/hindi/D_image_1813_11.jpg,डाक,hindi
train/hindi/D_image_1813_12.jpg,डाक,hindi
train/hindi/D_image_1813_13.jpg,प्रसाद.,hindi
train/hindi/D_image_1813_14.jpg,नीय ,hindi
train/hindi/D_image_1813_15.jpg,प्रौद्योगिकी,hindi
train/hindi/D_image_1813_16.jpg,मंत्री,hindi
train/hindi/D_image_1813_17.jpg,सरकार,hindi
train/hindi/D_image_1813_2.jpg,समारोह,hindi
train/hindi/D_image_1813_3.jpg,उद्घाटन,hindi
train/hindi/D_image_1813_4.jpg,एम.,hindi
train/hindi/D_image_1813_5.jpg,ए.टी.,hindi
train/hindi/D_image_1813_6.jpg,एवं,hindi
train/hindi/D_image_1813_7.jpg,बैंकिंग,hindi
train/hindi/D_image_1813_8.jpg,अक,hindi
train/hindi/D_image_1813_9.jpg,भारतीय,hindi
train/hindi/D_image_1814_0.jpg,भारतीय,hindi
train/hindi/D_image_1814_1.jpg,डाक,hindi
train/hindi/D_image_1817_10.jpg,श्री,hindi
train/hindi/D_image_1817_11.jpg,श्रीम,hindi
train/hindi/D_image_1817_12.jpg,मानव्,hindi
train/hindi/D_image_1817_13.jpg,दिनॉक,hindi
train/hindi/D_image_1817_2.jpg,माननीय,hindi
train/hindi/D_image_1817_3.jpg,एवं,hindi
train/hindi/D_image_1817_4.jpg,संचार,hindi
train/hindi/D_image_1817_5.jpg,नगर,hindi
train/hindi/D_image_1817_6.jpg,अरुणा,hindi
